QGPIORecord, QRC v6.1.0, 22-12-2023 @ 00:05:31, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
83000, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83010, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83021, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83031, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83040, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83050, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83060, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83070, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83080, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83090, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83100, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83110, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83120, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83130, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83140, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83150, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83161, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83170, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83180, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83190, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83201, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83210, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83220, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83230, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83240, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83250, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83260, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83270, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83280, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
83290, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
