QGPIORecord, QRC v6.1.0, 28-11-2023 @ 15:41:59, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
58440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
