QGPIORecord, QRC v6.1.0, 28-11-2023 @ 11:52:39, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
1981170, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981180, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981192, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981200, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981210, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981220, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981231, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981240, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981250, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981260, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981271, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981280, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981290, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981300, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981310, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981320, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981330, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981340, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981350, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981360, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981370, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981380, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981390, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981401, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981410, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981420, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981430, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981441, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981450, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981460, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981470, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981480, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981490, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981500, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981510, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981520, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981530, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981540, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981550, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981560, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981571, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981580, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981590, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
1981600, 0, 0, 0, 125.692, 0, 0, 123.728, 0, 0, 0, 0, 0
