QGPIORecord, QRC v6.1.0, 22-12-2023 @ 14:04:32, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
636220, 0, 0.0997103, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636231, 0, 0.0997103, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636240, 0, 0.0997103, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636250, 0, 0.0993932, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636260, 0, 0.0997103, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636270, 0, 0.0997103, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636280, 0, 0.10003, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636291, 0, 0.0997103, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636300, 0, 0.0997103, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636310, 0, 0.0997103, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636320, 0, 0.0997103, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636331, 0, 0.10003, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
636340, 0, 0.0997103, 0, 0, 7.00526e-05, -0.1142, -5.97611e-05, 7.80526e-05, 0, 0, -0.099768, 0
