QGPIORecord, QRC v6.1.0, 16-12-2023 @ 13:20:54, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
656021, -0.1, 0.0993932, 0.477048, -0.438113, -0.000794426, 0, 0, 0, -0.0996028, 4.94427e-06, -0.000548601, 0
656032, -0.1, 0.0997103, 0.47868, -0.436331, -0.000655457, 0, 0, 0, -0.0996723, 4.94427e-06, 9.9577e-05, 0
656041, -0.1, 0.10003, 0.487813, -0.426811, -0.000208706, 0, 0, 0, -0.0998956, 4.94427e-06, 0.000350825, 0
656051, -0.1, 0.10003, 0.491307, -0.423175, -4.14699e-05, 0, 0, 0, -0.0999793, 4.94427e-06, 0.00013192, 0
656061, -0.1, 0.0997103, 0.483434, -0.431308, -0.000373602, 0, 0, 0, -0.0998132, 4.94427e-06, -0.000269376, 0
656071, -0.1, 0.10003, 0.489009, -0.4255, -0.000103205, 0, 0, 0, -0.0999484, 4.94427e-06, 0.000212722, 0
656080, -0.1, 0.0997103, 0.481916, -0.43282, -0.000396714, 0, 0, 0, -0.0998016, 4.94427e-06, -0.000239126, 0
656091, -0.1, 0.0997103, 0.478528, -0.436275, -0.00050658, 0, 0, 0, -0.0997467, 4.94427e-06, -9.53004e-05, 0
656101, -0.1, 0.100351, 0.495104, -0.419079, 0.000244617, 0, 0, 0, -0.100122, 4.94427e-06, 0.000599533, 0
656111, -0.1, 0.0997103, 0.48362, -0.430979, -0.000266507, 0, 0, 0, -0.0998667, 4.94427e-06, -0.000409558, 0
656120, -0.1, 0.10003, 0.487844, -0.426581, -6.31064e-05, 0, 0, 0, -0.0999684, 4.94427e-06, 0.00016024, 0
656131, -0.1, 0.10003, 0.4895, -0.424862, 1.30385e-05, 0, 0, 0, -0.100007, 4.94427e-06, 6.05732e-05, 0
656141, -0.1, 0.0997103, 0.480939, -0.433713, -0.000353202, 0, 0, 0, -0.0998234, 4.94427e-06, -0.000296079, 0
656151, -0.1, 0.10003, 0.486257, -0.428173, -9.55611e-05, 0, 0, 0, -0.0999522, 4.94427e-06, 0.000202723, 0
656161, -0.1, 0.0997103, 0.479067, -0.435594, -0.000393853, 0, 0, 0, -0.0998031, 4.94427e-06, -0.000242867, 0
656171, -0.1, 0.0997103, 0.475643, -0.439087, -0.000505507, 0, 0, 0, -0.0997472, 4.94427e-06, -9.67085e-05, 0
656181, -0.1, 0.10003, 0.482883, -0.431542, -0.000152573, 0, 0, 0, -0.0999237, 4.94427e-06, 0.000277355, 0
656191, -0.1, 0.0997103, 0.476413, -0.438212, -0.000415191, 0, 0, 0, -0.0997924, 4.94427e-06, -0.000214934, 0
656201, -0.1, 0.10003, 0.482513, -0.431856, -0.000118762, 0, 0, 0, -0.0999406, 4.94427e-06, 0.000233099, 0
656210, -0.1, 0.10133, 0.52257, -0.390435, 0.00159995, 0, 0, 0, -0.1008, 4.94427e-06, 0.00138856, 0
656221, -0.1, 0.0997103, 0.493978, -0.420182, 0.000240833, 0, 0, 0, -0.10012, 4.94427e-06, -0.00107367, 0
656231, -0.1, 0.10003, 0.491797, -0.422465, 0.000126809, 0, 0, 0, -0.100063, 4.94427e-06, -8.83564e-05, 0
656241, -0.1, 0.0990784, 0.463487, -0.451745, -0.00109166, 0, 0, 0, -0.0994542, 4.94427e-06, -0.000983715, 0
656250, -0.1, 0.0997103, 0.468871, -0.446049, -0.000766724, 0, 0, 0, -0.0996166, 4.94427e-06, 0.000245221, 0
656261, -0.1, 0.10003, 0.479408, -0.435065, -0.000250354, 0, 0, 0, -0.0998748, 4.94427e-06, 0.000405349, 0
656271, -0.1, 0.0997103, 0.474172, -0.440447, -0.000451788, 0, 0, 0, -0.0997741, 4.94427e-06, -0.00016702, 0
656281, -0.1, 0.0997103, 0.471479, -0.443177, -0.000527203, 0, 0, 0, -0.0997364, 4.94427e-06, -6.83144e-05, 0
656290, -0.1, 0.10003, 0.478993, -0.435346, -0.000160694, 0, 0, 0, -0.0999197, 4.94427e-06, 0.00028798, 0
656301, -0.1, 0.101002, 0.510052, -0.403221, 0.00117795, 0, 0, 0, -0.100589, 4.94427e-06, 0.00108038, 0
656311, -0.1, 0.10133, 0.533741, -0.378875, 0.00208536, 0, 0, 0, -0.101043, 4.94427e-06, 0.000753164, 0
656321, -0.1, 0.100351, 0.517599, -0.39581, 0.00121485, 0, 0, 0, -0.100607, 4.94427e-06, -0.000670515, 0
656331, -0.1, 0.0997103, 0.493868, -0.420487, 9.66638e-05, 0, 0, 0, -0.100048, 4.94427e-06, -0.000884965, 0
656340, -0.1, 0.10003, 0.493507, -0.420872, 7.28369e-05, 0, 0, 0, -0.100036, 4.94427e-06, -1.771e-05, 0
656351, -0.1, 0.0997103, 0.484192, -0.43051, -0.000330821, 0, 0, 0, -0.0998346, 4.94427e-06, -0.000325382, 0
656361, -0.1, 0.0997103, 0.479972, -0.434833, -0.000481918, 0, 0, 0, -0.099759, 4.94427e-06, -0.000127591, 0
656371, -0.1, 0.10003, 0.486914, -0.427598, -0.000143737, 0, 0, 0, -0.0999281, 4.94427e-06, 0.000265792, 0
656380, -0.1, 0.0997103, 0.480333, -0.434385, -0.000411883, 0, 0, 0, -0.0997941, 4.94427e-06, -0.000219263, 0
656391, -0.1, 0.0997103, 0.477136, -0.43764, -0.000512257, 0, 0, 0, -0.0997439, 4.94427e-06, -8.78721e-05, 0
656401, -0.1, 0.10003, 0.484461, -0.430006, -0.000155091, 0, 0, 0, -0.0999225, 4.94427e-06, 0.000280656, 0
656411, -0.1, 0.101002, 0.515449, -0.397955, 0.00118004, 0, 0, 0, -0.10059, 4.94427e-06, 0.00107764, 0
