QGPIORecord, QRC v6.1.0, 16-12-2023 @ 13:11:03, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
64881, -0.1, 0.0997103, -0.178468, -0.0436578, -0.00012888, 0, 0, 0, -0.0998711, 4.94427e-06, -0.000421017, 0
64890, -0.1, 0.10003, -0.176423, -0.0415283, -3.04058e-05, 0, 0, 0, -0.0999696, 4.94427e-06, 0.000157245, 0
64902, -0.1, 0.0997103, -0.18024, -0.0454704, -0.000190541, 0, 0, 0, -0.0998095, 4.94427e-06, -0.000259593, 0
64911, -0.1, 0.10003, -0.177423, -0.0425347, -5.37261e-05, 0, 0, 0, -0.0999463, 4.94427e-06, 0.000218287, 0
64921, -0.1, 0.0997103, -0.180947, -0.0461718, -0.000199355, 0, 0, 0, -0.0998006, 4.94427e-06, -0.000236504, 0
64930, -0.1, 0.0997103, -0.182647, -0.0479046, -0.000254422, 0, 0, 0, -0.0997456, 4.94427e-06, -9.2335e-05, 0
64941, -0.1, 0.0993932, -0.188251, -0.0536672, -0.000471212, 0, 0, 0, -0.0995288, 4.94427e-06, -0.000354879, 0
64951, -0.1, 0.10003, -0.181915, -0.0470615, -0.00015986, 0, 0, 0, -0.0998401, 4.94427e-06, 0.000496157, 0
64961, -0.1, 0.0997103, -0.18411, -0.0493109, -0.000239491, 0, 0, 0, -0.0997605, 4.94427e-06, -0.000131436, 0
64971, -0.1, 0.10003, -0.180679, -0.0457353, -7.22408e-05, 0, 0, 0, -0.0999278, 4.94427e-06, 0.000266753, 0
64980, -0.1, 0.0997103, -0.183971, -0.0491303, -0.000206359, 0, 0, 0, -0.0997936, 4.94427e-06, -0.000218175, 0
64991, -0.1, 0.0997103, -0.185583, -0.0507716, -0.000257075, 0, 0, 0, -0.0997429, 4.94427e-06, -8.53986e-05, 0
65001, -0.1, 0.10003, -0.181931, -0.046966, -7.88867e-05, 0, 0, 0, -0.0999211, 4.94427e-06, 0.000284158, 0
65011, -0.1, 0.0997103, -0.185141, -0.0502741, -0.00020887, 0, 0, 0, -0.0997911, 4.94427e-06, -0.000211596, 0
65020, -0.1, 0.100351, -0.177432, -0.0422804, 0.000138134, 0, 0, 0, -0.100138, 4.94427e-06, 0.000558093, 0
65031, -0.1, 0.10003, -0.178733, -0.0436423, 7.05644e-05, 0, 0, 0, -0.100071, 4.94427e-06, -0.000107102, 0
65041, -0.1, 0.101002, -0.165102, -0.0295604, 0.000645734, 0, 0, 0, -0.100646, 4.94427e-06, 0.000931785, 0
65051, -0.1, 0.10133, -0.153917, -0.0180752, 0.00106639, 0, 0, 0, -0.101066, 4.94427e-06, 0.000691086, 0
65060, -0.1, 0.0997103, -0.17148, -0.0363586, 0.00022421, 0, 0, 0, -0.100224, 4.94427e-06, -0.00134542, 0
65071, -0.1, 0.0997103, -0.178489, -0.0436299, -9.42573e-05, 0, 0, 0, -0.0999057, 4.94427e-06, -0.000511661, 0
65081, -0.1, 0.0990784, -0.190662, -0.0562026, -0.000605211, 0, 0, 0, -0.0993948, 4.94427e-06, -0.000828266, 0
65091, -0.1, 0.0997103, -0.187275, -0.0526286, -0.000407897, 0, 0, 0, -0.0995921, 4.94427e-06, 0.000309467, 0
65100, -0.1, 0.0997103, -0.186361, -0.0516347, -0.000333287, 0, 0, 0, -0.0996667, 4.94427e-06, 0.000114128, 0
65111, -0.1, 0.10133, -0.162905, -0.0273481, 0.000696175, 0, 0, 0, -0.100696, 4.94427e-06, 0.00166032, 0
