QGPIORecord, QRC v6.1.0, 20-12-2023 @ 23:25:39, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
11920, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11930, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11941, 0, 0.101002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11950, 0, 0.0990784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11960, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11970, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11980, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11991, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12000, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12010, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12020, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12030, 0, 0.100351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12040, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12050, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12060, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12070, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12080, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12090, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12100, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12110, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12121, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12130, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12140, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12150, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12161, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12170, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12180, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12190, 0, 0.0990784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12200, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12210, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12220, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12230, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12240, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12250, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12260, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12270, 0, 0.0990784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12280, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12291, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12300, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12310, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12320, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12331, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12340, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12350, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12360, 0, 0.101002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12370, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12380, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12390, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12400, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12410, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12420, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12430, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12440, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12450, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12461, 0, 0.101002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12470, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12480, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12490, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12500, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12510, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12520, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12530, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12540, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12550, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12560, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12570, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12580, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12590, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12600, 0, 0.10003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12610, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12620, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12631, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12640, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12650, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12660, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12670, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12680, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12690, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12700, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12710, 0, 0.101002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12720, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12730, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12740, 0, 0.101002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12750, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12761, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12770, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12780, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12790, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12801, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12810, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12820, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12830, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12840, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12850, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12860, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12870, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12880, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12890, 0, 0.100675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12900, 0, 0.101002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12910, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12920, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12931, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12940, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12950, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12960, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12971, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12980, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12990, 0, 0.0990784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13000, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13010, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13020, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13030, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13040, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13050, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13060, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13070, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13080, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13090, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13101, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13110, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13120, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13130, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13140, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13150, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13160, 0, 0.0993932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13170, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13180, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13190, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13200, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13210, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13220, 0, 0.0997103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13230, 0, 0.0990784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
