QGPIORecord, QRC v6.1.0, 14-12-2023 @ 12:59:56, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
427270, 0.249098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427281, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427290, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427300, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427310, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427320, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427330, 0.249098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427340, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427351, 0.242421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427360, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427370, 0.244605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427380, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427390, 0.242421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427400, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427410, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427420, 0.242421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427430, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427440, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427450, 0.236107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427460, 0.249098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427470, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427481, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427490, 0.24683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427500, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427510, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427521, 0.249098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427530, 0.253768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427540, 0.242421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427550, 0.24683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427560, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427570, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427580, 0.238173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427590, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427600, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427610, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427620, 0.240277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427630, 0.249098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427640, 0.249098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427651, 0.249098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427660, 0.251411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427670, 0.242421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427680, 0.242421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
