QGPIORecord, QRC v6.1.0, 14-12-2023 @ 12:57:21, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
272310, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272320, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272331, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272340, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272350, 0.147027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272360, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272370, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272380, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272390, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272400, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272410, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272420, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272430, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272440, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272450, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272460, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272471, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272480, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272490, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272500, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272510, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272520, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272530, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272540, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272550, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272560, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272570, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272580, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272590, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272601, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272610, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272620, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272630, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272641, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272650, 0.148539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272660, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272670, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272680, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272690, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272700, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272710, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272720, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272730, 0.147779, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272740, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272750, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272760, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272771, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272780, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272790, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272800, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272811, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272820, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272830, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272840, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272850, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272860, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272870, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272880, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272890, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272900, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272910, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272920, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272930, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272941, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272950, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272960, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272970, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272980, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
272990, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273000, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273010, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273020, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273030, 0.147779, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273040, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273050, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273060, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273070, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273080, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273090, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273100, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273111, 0.148539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273120, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273130, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273140, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273150, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273160, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273170, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273180, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273190, 0.148539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273200, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273210, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273220, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273230, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273241, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273250, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273260, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273270, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273281, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273290, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273300, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273310, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273320, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273330, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273340, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273350, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273360, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273370, 0.148539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273380, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273390, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273400, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273411, 0.147779, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273420, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273430, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273440, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273451, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273460, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273470, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
