QGPIORecord, QRC v6.1.0, 22-12-2023 @ 14:09:55, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7x, ValueIn8, ValueIn9, ValueIn10, ValueIn11
36014, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.2212, -0.193275, 0, 0
36024, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.220954, -0.193034, 0, 0
36035, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.220707, -0.192794, 0, 0
36044, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.220461, -0.192554, 0, 0
36054, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.220214, -0.192313, 0, 0
36064, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.219968, -0.192073, 0, 0
36074, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.219722, -0.191833, 0, 0
36084, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.219475, -0.191592, 0, 0
36093, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.219229, -0.191352, 0, 0
36104, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.218982, -0.191112, 0, 0
36114, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.218736, -0.190871, 0, 0
36124, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.218489, -0.190631, 0, 0
36133, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.218243, -0.190391, 0, 0
36144, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.217996, -0.19015, 0, 0
36154, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.21775, -0.18991, 0, 0
36164, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.217503, -0.18967, 0, 0
36174, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.217257, -0.189429, 0, 0
36184, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.21701, -0.189189, 0, 0
36194, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.216764, -0.188949, 0, 0
36204, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.216518, -0.188708, 0, 0
36214, 0.000120365, -0.00153548, 1.21556e-06, 0.00137976, -0.00244169, -0.000237999, 0, -0.00153548, -0.216271, -0.188468, 0, 0
