QGPIORecord, QRC v6.1.0, 22-12-2023 @ 14:48:51, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7x, ValueIn8, ValueIn9, ValueIn10, ValueIn11
17363, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.277976, 0.248223, 0, 0
17374, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.277766, 0.248018, 0, 0
17385, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.277556, 0.247814, 0, 0
17394, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.277346, 0.247609, 0, 0
17403, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.277136, 0.247404, 0, 0
17414, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.276926, 0.247199, 0, 0
17424, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.276715, 0.246994, 0, 0
17434, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.276505, 0.246789, 0, 0
17444, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.276295, 0.246585, 0, 0
17454, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.276085, 0.24638, 0, 0
17464, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.275875, 0.246175, 0, 0
17474, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.275665, 0.24597, 0, 0
17484, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.275455, 0.245765, 0, 0
17494, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.275245, 0.24556, 0, 0
17504, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.275035, 0.245356, 0, 0
17514, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.274825, 0.245151, 0, 0
17524, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.274615, 0.244946, 0, 0
17533, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.274405, 0.244741, 0, 0
17544, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.274195, 0.244536, 0, 0
17554, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.273985, 0.244331, 0, 0
17564, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.273775, 0.244127, 0, 0
17573, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.273565, 0.243922, 0, 0
17584, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.273355, 0.243717, 0, 0
17594, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.273145, 0.243512, 0, 0
17604, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.272935, 0.243307, 0, 0
17614, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.272725, 0.243102, 0, 0
17624, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.272515, 0.242898, 0, 0
17634, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.272305, 0.242693, 0, 0
17644, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.272094, 0.242488, 0, 0
17654, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.271884, 0.242283, 0, 0
17664, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.271674, 0.242078, 0, 0
17674, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.271464, 0.241874, 0, 0
17684, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.271254, 0.241669, 0, 0
17694, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.271044, 0.241464, 0, 0
17703, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.270834, 0.241259, 0, 0
17714, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.270624, 0.241054, 0, 0
17724, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.270414, 0.240849, 0, 0
17734, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.270204, 0.240645, 0, 0
17744, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.269994, 0.24044, 0, 0
17754, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.269784, 0.240235, 0, 0
17764, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.269574, 0.24003, 0, 0
17774, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.269364, 0.239825, 0, 0
17784, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.269154, 0.23962, 0, 0
17794, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.268944, 0.239416, 0, 0
17804, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.268734, 0.239211, 0, 0
17814, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.268524, 0.239006, 0, 0
17824, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.268314, 0.238801, 0, 0
17833, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.268104, 0.238596, 0, 0
17844, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.267894, 0.238391, 0, 0
17854, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.267683, 0.238187, 0, 0
17864, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.267473, 0.237982, 0, 0
17873, -0.000102581, -0.00921288, 0.00010941, 0.00827855, -0.0154749, -0.00131753, 0.000110446, -0.00921288, 0.267263, 0.237777, 0, 0
