QGPIORecord, QRC v6.1.0, 22-12-2023 @ 14:31:02, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7x, ValueIn8, ValueIn9, ValueIn10, ValueIn11
21314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21644, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21734, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21743, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22234, 0.8025, 0, 0.008025, -0.0517742, 0, 0, 0, 0, 12, 12, 0, 0
22244, 0.788226, 0, 0.00796094, -0.047671, 0.0500813, 0, 0, 0, 12, 12, 0, 0
22254, 0.768621, 0, 0.00984218, -0.0434273, 0.0961935, 0.00209849, 0.00209849, 0, 7.98265, 8.30959, 0, 0
22264, 0.740828, -0.00153548, 0.014176, -0.0372902, 0.139535, 0.00649924, 0.00673724, -0.00153548, 2.31815, 2.94831, 0, 0
22275, 0.711111, -0.00460644, 0.0191161, -0.0296942, 0.17961, 0.0112695, 0.0119835, -0.00460644, 0.294088, 1.43258, 0, 0
22284, 0.686045, -0.00921288, 0.0226869, -0.0210689, 0.216341, 0.0143659, 0.0157939, -0.00921288, 3.58153, 4.69227, 0, 0
22294, 0.667178, -0.0153548, 0.0243924, -0.0114926, 0.250068, 0.0152916, 0.0176715, -0.0153548, 8.37007, 9.7247, 0, 0
22304, 0.650874, -0.0214967, 0.0256678, -0.00233405, 0.27987, 0.0157755, 0.0191073, -0.0214967, 9.97474, 10.8933, 0, 0
22315, 0.63068, -0.0291741, 0.0280484, 0.00847783, 0.307486, 0.0171814, 0.0217028, -0.0291741, 8.16447, 8.51024, 0, 0
22325, 0.605042, -0.038387, 0.0320259, 0.0210282, 0.332651, 0.0200064, 0.025955, -0.038387, 4.16885, 4.87568, 0, 0
22334, 0.578756, -0.0475999, 0.0365594, 0.0333554, 0.353684, 0.0233842, 0.0307594, -0.0475999, 2.35933, 3.85684, 0, 0
22344, 0.555155, -0.0583483, 0.0402502, 0.0468863, 0.372136, 0.0256414, 0.0346802, -0.0583483, 3.74032, 5.67267, 0, 0
