QGPIORecord, QRC v6.1.0, 22-12-2023 @ 14:25:29, Windows 10 Version 2009, 10.0.22621, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7x, ValueIn8, ValueIn9, ValueIn10, ValueIn11
31754, -0.000178233, 0.247212, -0.000609256, -0.222141, 0.412311, 0.0373214, -0.000607456, 0.247212, -0.380991, -0.4836, 0, 0
31764, -0.000178277, 0.247212, -0.000609257, -0.222141, 0.412311, 0.0373214, -0.000607456, 0.247212, -0.381357, -0.483957, 0, 0
31774, 2.58684e-05, 0.247212, -0.000661897, -0.222154, 0.412311, 0.0372661, -0.00066268, 0.247212, -0.117964, -0.479364, 0, 0
31783, 2.32458e-05, 0.247212, -0.00066244, -0.222153, 0.412324, 0.0372661, -0.00066268, 0.247212, -0.354328, -0.479376, 0, 0
31795, 1.90288e-05, 0.247212, -0.000662487, -0.222152, 0.412336, 0.0372661, -0.00066268, 0.247212, -0.35438, -0.479432, 0, 0
31804, 1.51396e-05, 0.247212, -0.000662526, -0.222151, 0.412347, 0.0372661, -0.00066268, 0.247212, -0.354432, -0.479488, 0, 0
31814, 1.15931e-05, 0.247212, -0.000662562, -0.22215, 0.412357, 0.0372661, -0.00066268, 0.247212, -0.354484, -0.479544, 0, 0
31824, 8.35955e-06, 0.247212, -0.000662595, -0.22215, 0.412366, 0.0372661, -0.00066268, 0.247212, -0.354536, -0.479599, 0, 0
31834, 5.37932e-06, 0.247212, -0.000662625, -0.222149, 0.412374, 0.0372661, -0.00066268, 0.247212, -0.354589, -0.479655, 0, 0
31844, 2.66731e-06, 0.247212, -0.000662653, -0.222148, 0.412382, 0.0372661, -0.00066268, 0.247212, -0.354641, -0.47971, 0, 0
31854, 1.78814e-07, 0.247212, -0.000662678, -0.222148, 0.412389, 0.0372661, -0.00066268, 0.247212, -0.354694, -0.479765, 0, 0
31864, -2.08616e-06, 0.247212, -0.000662701, -0.222147, 0.412395, 0.0372661, -0.00066268, 0.247212, -0.354747, -0.479819, 0, 0
31874, -4.17233e-06, 0.247212, -0.000662722, -0.222147, 0.412401, 0.0372661, -0.00066268, 0.247212, -0.3548, -0.479874, 0, 0
31884, -6.09457e-06, 0.247212, -0.000662741, -0.222146, 0.412406, 0.0372661, -0.00066268, 0.247212, -0.354854, -0.479929, 0, 0
31894, -7.83801e-06, 0.247212, -0.000662759, -0.222146, 0.412411, 0.0372661, -0.00066268, 0.247212, -0.354907, -0.479984, 0, 0
31904, -9.44734e-06, 0.247212, -0.000662775, -0.222145, 0.412416, 0.0372661, -0.00066268, 0.247212, -0.354961, -0.480038, 0, 0
31915, -1.09076e-05, 0.247212, -0.00066279, -0.222145, 0.41242, 0.0372661, -0.00066268, 0.247212, -0.355015, -0.480092, 0, 0
31924, -1.22488e-05, 0.247212, -0.000662803, -0.222145, 0.412424, 0.0372661, -0.00066268, 0.247212, -0.355068, -0.480147, 0, 0
31934, -1.34706e-05, 0.247212, -0.000662816, -0.222144, 0.412427, 0.0372661, -0.00066268, 0.247212, -0.355122, -0.480201, 0, 0
31944, -1.45882e-05, 0.247212, -0.000662827, -0.222144, 0.41243, 0.0372661, -0.00066268, 0.247212, -0.355176, -0.480255, 0, 0
31953, -1.56164e-05, 0.247212, -0.000662837, -0.222144, 0.412433, 0.0372661, -0.00066268, 0.247212, -0.35523, -0.480309, 0, 0
31964, -1.65552e-05, 0.247212, -0.000662847, -0.222144, 0.412436, 0.0372661, -0.00066268, 0.247212, -0.355284, -0.480363, 0, 0
31974, -1.74195e-05, 0.247212, -0.000662856, -0.222143, 0.412438, 0.0372661, -0.00066268, 0.247212, -0.355338, -0.480417, 0, 0
31984, -1.81943e-05, 0.247212, -0.000662863, -0.222143, 0.41244, 0.0372661, -0.00066268, 0.247212, -0.355392, -0.48047, 0, 0
31994, 0.000185281, 0.247212, -0.000715511, -0.222156, 0.412442, 0.0372109, -0.000717903, 0.247212, -0.350658, -0.21055, 0, 0
32004, 0.000182018, 0.247212, -0.000716059, -0.222155, 0.412457, 0.0372109, -0.000717903, 0.247212, -0.350355, -0.45345, 0, 0
32014, -2.69711e-05, 0.247212, -0.000663473, -0.222141, 0.412471, 0.0372661, -0.00066268, 0.247212, -0.354883, -0.723177, 0, 0
32024, -2.87592e-05, 0.247212, -0.000662975, -0.222141, 0.41247, 0.0372661, -0.00066268, 0.247212, -0.35498, -0.480083, 0, 0
32034, 0.000175595, 0.247212, -0.000715609, -0.222154, 0.41247, 0.0372109, -0.000717903, 0.247212, -0.350247, -0.210163, 0, 0
32044, 0.000173151, 0.247212, -0.000716149, -0.222153, 0.412482, 0.0372109, -0.000717903, 0.247212, -0.349945, -0.453062, 0, 0
32054, 0.000169128, 0.247212, -0.000716195, -0.222152, 0.412493, 0.0372109, -0.000717903, 0.247212, -0.349685, -0.452814, 0, 0
32064, 0.000165403, 0.247212, -0.000716232, -0.222151, 0.412504, 0.0372109, -0.000717903, 0.247212, -0.349426, -0.452567, 0, 0
32074, 0.000162005, 0.247212, -0.000716267, -0.22215, 0.412513, 0.0372109, -0.000717903, 0.247212, -0.349167, -0.452319, 0, 0
32083, 0.000158906, 0.247212, -0.000716298, -0.222149, 0.412522, 0.0372109, -0.000717903, 0.247212, -0.348908, -0.45207, 0, 0
32094, 0.00015606, 0.247212, -0.000716327, -0.222149, 0.41253, 0.0372109, -0.000717903, 0.247212, -0.348649, -0.451822, 0, 0
32104, 0.000153452, 0.247212, -0.000716353, -0.222148, 0.412537, 0.0372109, -0.000717903, 0.247212, -0.348391, -0.451574, 0, 0
32114, 0.000151068, 0.247212, -0.000716377, -0.222147, 0.412544, 0.0372109, -0.000717903, 0.247212, -0.348132, -0.451325, 0, 0
32123, 0.000148892, 0.247212, -0.000716399, -0.222147, 0.41255, 0.0372109, -0.000717903, 0.247212, -0.347874, -0.451076, 0, 0
32134, 0.000146896, 0.247212, -0.000716419, -0.222146, 0.412556, 0.0372109, -0.000717903, 0.247212, -0.347616, -0.450827, 0, 0
32144, 0.000145078, 0.247212, -0.000716438, -0.222146, 0.412561, 0.0372109, -0.000717903, 0.247212, -0.347358, -0.450578, 0, 0
32154, 0.000143394, 0.247212, -0.000716455, -0.222145, 0.412566, 0.0372109, -0.000717903, 0.247212, -0.3471, -0.450329, 0, 0
